id,proba,label
15740,7.089816790539771e-06,0
4796,0.00016558250354137272,0
17203,0.01244969479739666,0
8179,0.8366773128509521,1
30941,0.9998559951782227,1
71840,0.002590297954156995,0
50921,3.3958824019464373e-07,0
32489,0.001186467008665204,0
38794,0.9996111989021301,1
75310,0.9978390336036682,1
76803,0.3938366770744324,0
60425,0.9999995231628418,1
13782,0.00017698797455523163,0
24890,0.9998791217803955,1
3218,5.652776735587395e-07,0
2937,7.729111928256316e-08,0
60792,0.00011311329581076279,0
63425,0.025655612349510193,0
96013,0.9998078942298889,1
68439,0.9999980926513672,1
38902,8.95544872037135e-06,0
74863,0.6468634009361267,1
20396,9.430950171918084e-07,0
51379,0.04640139266848564,0
71824,2.5823355827014893e-06,0
72360,0.999994158744812,1
78093,0.999998927116394,1
93602,0.9999973773956299,1
42698,3.9844228012952954e-05,0
9257,0.00023213594977278262,0
74895,0.9999971389770508,1
54701,0.9693521857261658,1
32198,0.9772801399230957,1
60589,0.9999992847442627,1
96371,0.0002044262073468417,0
59604,0.9962629675865173,1
34571,0.00012084584159310907,0
60837,0.579472005367279,1
12945,2.7599917302723043e-05,0
73964,3.560908226063475e-05,0
86423,0.2545889914035797,0
43186,0.002052140422165394,0
49873,0.9849377274513245,1
49306,0.9623978734016418,1
40596,0.040807463228702545,0
4851,0.034951429814100266,0
86302,0.9984962940216064,1
59120,0.13457009196281433,0
52809,0.9999994039535522,1
50498,0.0004207554738968611,0
6738,0.9952567219734192,1
8679,1.8369573808740824e-05,0
8245,6.613584992010146e-05,0
59482,5.059096679360664e-07,0
70341,1.4333332387650444e-07,0
24560,0.13301387429237366,0
60158,0.00037149450508877635,0
21658,0.5414255857467651,1
19870,0.03622356802225113,0
10536,0.002164889359846711,0
4567,0.399996817111969,0
74308,0.45313018560409546,0
42609,0.00016783492173999548,0
67209,0.9976968169212341,1
64019,0.9992502331733704,1
28069,3.0690730454807635e-06,0
60534,0.9999992847442627,1
38601,7.562256359960884e-05,0
12804,0.0005590799264609814,0
27103,1.81157847691793e-05,0
36047,1.1966465081059141e-06,0
36927,0.9999890327453613,1
8612,0.0006930722156539559,0
78259,8.226928116528143e-07,0
79160,0.9998835325241089,1
49580,0.00021719210781157017,0
38125,0.999667763710022,1
31482,2.518305109333596e-06,0
52179,0.00017915843636728823,0
72398,0.9999997615814209,1
43925,6.619721375500376e-07,0
60278,0.04884525015950203,0
17094,0.0013583273394033313,0
52804,0.9880004525184631,1
28164,3.5404459595156368e-06,0
