id,proba,label
15740,1.070372400135966e-05,0
4796,0.0008018639637157321,0
17203,0.9983739852905273,1
8179,0.9876590371131897,1
30941,0.6456940770149231,1
71840,0.0005010787863284349,0
50921,6.273867256822996e-07,0
32489,0.0031529078260064125,0
38794,0.9479052424430847,1
75310,0.9994866847991943,1
76803,0.004590215161442757,0
60425,0.9999948740005493,1
13782,0.0040497006848454475,0
24890,0.9994328618049622,1
3218,1.8134520360035822e-05,0
2937,0.0001129718657466583,0
60792,0.0003499965532682836,0
63425,0.001554557355120778,0
96013,0.9999721050262451,1
68439,0.9999914169311523,1
38902,9.488634304943844e-07,0
74863,0.025635577738285065,0
20396,0.00032864659442566335,0
51379,0.9980588555335999,1
71824,2.2203369098861003e-07,0
72360,0.9994619488716125,1
78093,0.9890682101249695,1
93602,0.6136420965194702,1
42698,1.1882008948305156e-05,0
9257,0.07720472663640976,0
74895,0.969011664390564,1
54701,0.9986949563026428,1
32198,0.9992513060569763,1
60589,0.999930739402771,1
96371,0.15198948979377747,0
59604,0.9996182918548584,1
34571,0.020543551072478294,0
60837,0.9988716244697571,1
12945,7.007094973232597e-05,0
73964,0.007981422357261181,0
86423,0.8552659749984741,1
43186,0.9838808178901672,1
49873,0.9673046469688416,1
49306,0.9996442794799805,1
40596,0.0057398551143705845,0
4851,0.040903497487306595,0
86302,0.999819815158844,1
59120,0.8536300659179688,1
52809,0.9999973773956299,1
50498,0.0013871487462893128,0
6738,0.28477585315704346,0
8679,3.7641038943547755e-05,0
8245,0.0001105296760215424,0
59482,7.488121354981558e-06,0
70341,2.3823645278753247e-07,0
24560,0.99834144115448,1
60158,9.329429303761572e-05,0
21658,0.05063657462596893,0
19870,0.8333587050437927,1
10536,0.45575109124183655,0
4567,0.0006362621206790209,0
74308,0.35548701882362366,0
42609,0.0005067806341685355,0
67209,0.18470166623592377,0
64019,0.9866381883621216,1
28069,8.114573120110435e-07,0
60534,0.9999955892562866,1
38601,0.0011342931538820267,0
12804,0.2344413846731186,0
27103,0.0077101681381464005,0
36047,0.0001730561925796792,0
36927,0.9999128580093384,1
8612,0.00013335120456758887,0
78259,5.456361577671487e-06,0
79160,0.998038113117218,1
49580,0.0017705389764159918,0
38125,0.9586237668991089,1
31482,1.9640929167508148e-06,0
52179,0.9999252557754517,1
72398,0.9999983310699463,1
43925,2.4628778191981837e-05,0
60278,3.507451538098394e-06,0
17094,2.2329884814098477e-05,0
52804,0.9144001007080078,1
28164,0.0003301615361124277,0
68759,0.17122019827365875,0
18953,0.00030219537438824773,0
86259,0.00021809435565955937,0
49713,1.6549454358028015e-06,0
62038,3.606224709074013e-06,0
32698,0.01690300740301609,0
32904,0.0004965623957104981,0
93756,0.02749205194413662,0
69743,1.0965308092636405e-06,0
8673,0.47416433691978455,0
3742,0.09179136157035828,0
23765,0.8597870469093323,1
69514,0.8700433969497681,1
38569,2.1981082682032138e-05,0
67015,0.38920387625694275,0
89701,0.9935196042060852,1
36752,0.9615271687507629,1
53021,0.9987993240356445,1
32149,0.0002742924843914807,0
35079,0.9986316561698914,1
41082,0.7184661030769348,1
34568,0.0540977418422699,0
34218,0.7422357797622681,1
25896,0.9979833364486694,1
51670,0.9998962879180908,1
54738,0.9999284744262695,1
57846,0.4692037105560303,0
