id,proba,label
15740,0.04633745551109314,0
4796,0.20760248601436615,0
17203,0.3578450083732605,0
8179,0.7819874882698059,1
30941,0.47927218675613403,0
71840,0.1638890653848648,0
50921,0.011557425372302532,0
32489,0.14186544716358185,0
38794,0.8200158476829529,1
75310,0.5633947253227234,1
76803,0.5107121467590332,1
60425,0.8563617467880249,1
13782,0.016873707994818687,0
24890,0.8570892810821533,1
3218,0.007629960775375366,0
2937,0.11698455363512039,0
60792,0.5598050951957703,1
63425,0.40900662541389465,0
96013,0.36546123027801514,0
68439,0.10934149473905563,0
38902,0.09917673468589783,0
74863,0.8933393359184265,1
20396,0.40683993697166443,0
51379,0.368547648191452,0
71824,0.025128165259957314,0
72360,0.945228099822998,1
78093,0.7603639364242554,1
93602,0.9399988651275635,1
42698,0.10683547705411911,0
9257,0.41375550627708435,0
74895,0.39674112200737,0
54701,0.8584161400794983,1
32198,0.5539107322692871,1
60589,0.9696416854858398,1
96371,0.02858038619160652,0
59604,0.33093592524528503,0
34571,0.08413206040859222,0
60837,0.9441633224487305,1
12945,0.5629915595054626,1
73964,0.009370180778205395,0
86423,0.06276459246873856,0
43186,0.31253910064697266,0
49873,0.4916832745075226,0
49306,0.06508583575487137,0
40596,0.6328635215759277,1
4851,0.03404175862669945,0
86302,0.4706743061542511,0
59120,0.7064297199249268,1
52809,0.9330676794052124,1
50498,0.5808414220809937,1
6738,0.4582611620426178,0
8679,0.1464613527059555,0
8245,0.571536660194397,1
59482,0.006693704053759575,0
70341,0.009644340723752975,0
24560,0.19371818006038666,0
60158,0.2866608798503876,0
21658,0.8125448226928711,1
19870,0.8200490474700928,1
10536,0.1865723729133606,0
4567,0.24123866856098175,0
74308,0.7117601633071899,1
42609,0.04019853472709656,0
67209,0.8006758689880371,1
64019,0.16171987354755402,0
28069,0.20851673185825348,0
60534,0.8323591351509094,1
38601,0.01928485929965973,0
12804,0.5733341574668884,1
27103,0.016682865098118782,0
36047,0.28469720482826233,0
36927,0.5423504114151001,1
8612,0.014316391199827194,0
78259,0.04562635347247124,0
79160,0.7562226057052612,1
49580,0.8252367973327637,1
38125,0.7720680236816406,1
