id,proba,label
15740,1.705988688627258e-05,0
4796,0.9998277425765991,1
17203,0.9458179473876953,1
8179,0.0005342555232346058,0
30941,0.9999709129333496,1
71840,0.023814469575881958,0
50921,3.150918200844899e-05,0
32489,5.265533400233835e-05,0
38794,0.9761574268341064,1
75310,0.9999711513519287,1
76803,0.9998875856399536,1
60425,0.999958872795105,1
13782,1.0795411981234793e-05,0
24890,0.9997400641441345,1
3218,4.215653825667687e-05,0
2937,0.12657076120376587,0
60792,0.0010738145792856812,0
63425,0.9970564842224121,1
96013,0.01178019680082798,0
68439,0.0723249539732933,0
38902,0.00047318340511992574,0
74863,0.9991130232810974,1
20396,2.303265682712663e-05,0
51379,0.002989948960021138,0
71824,3.566118175513111e-05,0
72360,0.9999853372573853,1
78093,0.9999521970748901,1
93602,0.9995467066764832,1
42698,0.005685023032128811,0
9257,0.6019122004508972,1
74895,0.9854955673217773,1
54701,0.9993927478790283,1
32198,0.9999841451644897,1
60589,0.9999849796295166,1
96371,5.820707428938476e-06,0
59604,0.9995768666267395,1
34571,0.0018380633555352688,0
60837,0.162537083029747,0
12945,0.9988771080970764,1
73964,0.041352514177560806,0
86423,0.00019331378280185163,0
43186,0.986957848072052,1
49873,0.9997146725654602,1
49306,7.450922566931695e-06,0
40596,0.9988597631454468,1
4851,0.9430846571922302,1
86302,0.9999630451202393,1
59120,0.1915193647146225,0
52809,0.9999816417694092,1
50498,0.847369909286499,1
6738,0.9998723268508911,1
8679,2.5937779355444945e-06,0
8245,0.9985030889511108,1
59482,3.0396565762202954e-06,0
70341,2.609684997878503e-06,0
24560,0.9808323383331299,1
60158,2.568255467849667e-06,0
21658,0.9996956586837769,1
19870,0.0201586801558733,0
10536,0.8955199718475342,1
4567,0.0005069663166068494,0
74308,0.0026929613668471575,0
42609,1.8953505787067115e-05,0
67209,0.9999493360519409,1
64019,0.48898109793663025,0
28069,0.041211098432540894,0
60534,0.9999603033065796,1
38601,2.7857681743626017e-06,0
12804,0.9995193481445312,1
27103,7.14100242475979e-05,0
36047,0.99864262342453,1
36927,0.999974250793457,1
8612,3.04247259919066e-06,0
78259,5.693859293387504e-06,0
79160,0.0009111302206292748,0
49580,0.9984431862831116,1
38125,0.00016657794185448438,0
31482,9.127035809797235e-06,0
52179,0.9989020824432373,1
72398,0.9989379048347473,1
43925,2.7285511805530405e-06,0
60278,0.1173696219921112,0
17094,5.582314042840153e-05,0
52804,0.9999748468399048,1
28164,0.05573396012187004,0
68759,0.9999860525131226,1
18953,0.9996323585510254,1
86259,2.783704530884279e-06,0
49713,0.018365267664194107,0
62038,5.517579211300472e-06,0
32698,1.904518467199523e-05,0
32904,0.9364040493965149,1
93756,0.00012931934907101095,0
69743,1.203153260576073e-05,0
8673,0.00011546273162821308,0
3742,0.9999866485595703,1
23765,0.9862605929374695,1
69514,0.999169111251831,1
38569,0.08431046456098557,0
67015,0.9998737573623657,1
89701,0.9999724626541138,1
36752,0.9998515844345093,1
53021,0.9999850988388062,1
32149,0.9990233182907104,1
35079,0.9998233914375305,1
41082,0.9999580383300781,1
34568,0.9998989105224609,1
34218,0.9970048069953918,1
25896,2.715214122872567e-06,0
51670,0.9471357464790344,1
54738,0.9056032299995422,1
57846,0.0015394079964607954,0
70394,0.9996514320373535,1
51389,0.9992324113845825,1
79132,0.9999545812606812,1
48016,0.9997121691703796,1
68457,0.9994572997093201,1
45367,3.589593688957393e-06,0
41627,1.2206265637360048e-05,0
68510,0.9867161512374878,1
30519,0.9999809265136719,1
58317,3.6047701996722026e-06,0
76019,7.162457768572494e-05,0
29348,0.9620712399482727,1
3485,4.365647782833548e-06,0
30894,0.9939908385276794,1
21654,0.9999195337295532,1
29035,0.9999253749847412,1
76598,0.00021182920318096876,0
60182,0.997860848903656,1
36104,0.9999797344207764,1
51368,0.003475291421636939,0
96451,0.9910423755645752,1
30915,2.9163122690079035e-06,0
27096,0.9999384880065918,1
82574,0.9999707937240601,1
78263,0.9996248483657837,1
67518,0.9944968819618225,1
61759,5.6123785725503694e-06,0
15392,0.10375318676233292,0
91570,2.7428616249380866e-06,0
92864,0.00014391873264685273,0
46802,1.9777309717028402e-05,0
86320,0.29590991139411926,0
56243,0.007033777888864279,0
34762,2.4119885893014725e-06,0
47026,0.23583240807056427,0
86930,5.3703646699432284e-05,0
17340,0.5766422152519226,1
92108,1.2517097275122069e-05,0
23879,0.0005093116196803749,0
74365,0.9999822378158569,1
63582,0.9999649524688721,1
58412,0.0003140850458294153,0
79142,0.7004597783088684,1
28364,0.9997422099113464,1
1762,7.93756862549344e-06,0
96057,6.494103581644595e-05,0
4687,0.026062052696943283,0
49127,0.00017677345022093505,0
70653,5.9507023252081126e-05,0
1562,0.9964459538459778,1
95203,0.8196476101875305,1
95213,0.9024331569671631,1
32809,0.9365416169166565,1
81239,0.999976396560669,1
12493,0.5271074771881104,1
91487,0.029442187398672104,0
4638,1.4660562555945944e-05,0
15324,4.5549386413767934e-05,0
75014,0.007886580191552639,0
8269,0.9999866485595703,1
72481,0.9729658365249634,1
91625,0.9999843835830688,1
48629,2.579883812359185e-06,0
98015,0.11403661221265793,0
98310,0.2307206392288208,0
8697,0.9971791505813599,1
69875,9.82931669568643e-06,0
25641,0.0003688870056066662,0
2567,0.01863832212984562,0
29637,0.9999209642410278,1
46035,8.081328996922821e-05,0
31672,0.00021584072965197265,0
37824,0.9996323585510254,1
85796,0.999970555305481,1
6453,1.3232587662059814e-05,0
54982,0.9278019070625305,1
24517,0.9999163150787354,1
90451,1.6851507098181173e-05,0
58437,0.9999345541000366,1
63951,0.5587267875671387,1
54721,0.7367633581161499,1
38579,0.9816265106201172,1
20148,5.334542038326617e-06,0
37496,0.9998629093170166,1
97401,5.843980034114793e-06,0
78023,0.9998028874397278,1
51926,3.40714973390277e-06,0
18654,0.9978050589561462,1
16735,3.8543962546100374e-06,0
81439,0.012055654078722,0
3985,0.9999676942825317,1
29716,4.770948726218194e-05,0
52798,7.193390047177672e-05,0
12630,2.577663053671131e-06,0
67490,0.45275041460990906,0
35627,0.9625745415687561,1
29071,0.9999783039093018,1
10746,1.5162297131610103e-05,0
47593,5.589372904069023e-06,0
71983,0.9999539852142334,1
5819,0.038905564695596695,0
78169,0.9974952936172485,1
42895,0.9831441044807434,1
