id,proba,label
15740,0.03581167757511139,0
4796,0.8418838381767273,1
17203,0.9864137768745422,1
8179,0.97803795337677,1
30941,0.9733902215957642,1
71840,0.15479090809822083,0
50921,0.025338931009173393,0
32489,0.006346038077026606,0
32198,0.9840995073318481,1
60589,0.9946341514587402,1
96371,0.08661674708127975,0
59604,0.9480484127998352,1
34571,0.8295975923538208,1
60837,0.4507821500301361,0
12945,0.00442738551646471,0
73964,0.019567741081118584,0
64019,0.9896738529205322,1
28069,0.0050187851302325726,0
60534,0.9918965697288513,1
38601,0.010161356069147587,0
12804,0.994209885597229,1
27103,0.0020653328392654657,0
36047,0.24440898001194,0
36927,0.8162344694137573,1
23765,0.7866031527519226,1
69514,0.8804886341094971,1
38569,0.015200750902295113,0
67015,0.9932464361190796,1
89701,0.9923551082611084,1
36752,0.9902634620666504,1
53021,0.793336808681488,1
32149,0.9943189024925232,1
38794,0.9729510545730591,1
75310,0.9803890585899353,1
76803,0.14145120978355408,0
60425,0.9933719635009766,1
13782,0.004446664825081825,0
24890,0.3939385414123535,0
3218,0.5201531052589417,1
2937,0.17848847806453705,0
86423,0.9752230048179626,1
43186,0.9893786311149597,1
49873,0.045970115810632706,0
49306,0.6345661878585815,1
40596,0.5281477570533752,1
4851,0.1033635064959526,0
86302,0.995678722858429,1
59120,0.00519620580598712,0
8612,0.003796265460550785,0
78259,0.00678882235661149,0
79160,0.6316141486167908,1
49580,0.9555848240852356,1
38125,0.2906944453716278,0
31482,0.01337859220802784,0
52179,0.8889885544776917,1
72398,0.9963323473930359,1
35079,0.954379677772522,1
41082,0.025875519961118698,0
34568,0.9925059676170349,1
34218,0.9307551980018616,1
25896,0.9164543151855469,1
51670,0.9527445435523987,1
54738,0.3895300030708313,0
57846,0.003383500035852194,0
60792,0.12411817908287048,0
63425,0.9644244313240051,1
96013,0.04543864727020264,0
68439,0.7610049843788147,1
38902,0.4545556902885437,0
74863,0.2698773145675659,0
20396,0.0016624745912849903,0
51379,0.09363870322704315,0
52809,0.990877091884613,1
50498,0.03579924628138542,0
6738,0.027732186019420624,0
8679,0.013862391002476215,0
8245,0.8601567149162292,1
59482,0.002614722354337573,0
